name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Riga,Latvia",2021-09-19,13,4,8.2,13,-0.4,5.9,2.9,70.4,0,0,0,,0,0,31.8,25.2,38.9,1017.8,39.4,10,128.6,11,5,,2021-09-19T07:02:30,2021-09-19T19:30:53,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"EVRA,26326099999,26429099999,26422599999,F2918,26425099999,26424099999"
"Riga,Latvia",2021-09-20,9,4,6.3,6.4,-0.1,3.1,3.1,80.4,0,0,0,,0,0,27.6,23.4,21.3,1019.3,77.9,10,57.9,5.1,3,,2021-09-20T07:04:33,2021-09-20T19:28:08,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"EVRA,26326099999,26429099999,26422599999,26425099999,F2918,26424099999"
"Riga,Latvia",2021-09-21,8,5.2,6.9,6,2.6,4.3,4.5,85,0.7,100,4.17,rain,0,0,20.8,22.3,3.4,1019.6,90.5,10,36.3,3,1,,2021-09-21T07:06:35,2021-09-21T19:25:23,0.5,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"EVRA,26326099999,26429099999,26422599999,26425099999,F2918,26424099999"
"Riga,Latvia",2021-09-22,10,2.2,7.6,10,2.2,6.3,5,84.2,0.3,100,4.17,rain,0,0,17.2,27.4,5.3,1019.8,77.1,9.8,28.7,2.4,1,,2021-09-22T07:08:38,2021-09-22T19:22:39,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"EVRA,26326099999,26429099999,26422599999,F2918,26435099999,26324099999"
"Riga,Latvia",2021-09-23,12,0.2,6.2,12,-2,5,5.1,92.8,0,0,0,,0,0,48.2,31.3,164.7,1006.1,75,9.2,68.9,5.8,3,,2021-09-23T07:10:41,2021-09-23T19:19:55,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"EVRA,26326099999,26429099999,26422599999,26425099999,F2918,26424099999"
"Riga,Latvia",2021-09-24,13,8.2,10.8,13,7.1,10.6,8.7,87.6,13.5,100,4.17,rain,0,0,19.1,25.6,263.4,991.8,69.9,10,62.5,5.5,3,,2021-09-24T07:12:43,2021-09-24T19:17:10,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"EVRA,26326099999,26429099999,26422599999,F2918,26425099999,26424099999"
"Riga,Latvia",2021-09-25,16.8,10,12.4,16.8,10,12.4,10.4,88.3,0,0,0,,0,0,33.5,20.9,262.4,1002.1,61.8,9.3,64.5,5.5,2,,2021-09-25T07:14:46,2021-09-25T19:14:26,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"EVRA,26422599999,F2918"
"Riga,Latvia",2021-09-26,15,5.2,10.5,15,5.2,10.2,7.7,83.9,0,0,0,,0,0,,16.6,320,1019.9,20.1,9.6,119.5,10.4,5,,2021-09-26T07:16:50,2021-09-26T19:11:42,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"EVRA,26422599999,F2918"
"Riga,Latvia",2021-09-27,14.2,3,8.9,14.2,3,8.8,5.1,79.6,0,0,0,,0,0,21.1,14.7,104.5,1027.6,49.5,8.3,101.6,8.7,5,,2021-09-27T07:18:53,2021-09-27T19:08:58,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"EVRA,26326099999,26429099999,26422599999,F2918,26425099999,26424099999"
"Riga,Latvia",2021-09-28,15.2,10,11.9,15.2,10,11.9,7.2,74.2,0,0,0,,0,0,20.8,16.2,118,1029,61,10.1,101.7,8.7,5,,2021-09-28T07:20:56,2021-09-28T19:06:15,0.74,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"EVRA,26326099999,26429099999,26422599999,26425099999,F2918,26424099999"
"Riga,Latvia",2021-09-29,13.8,9,10.8,13.8,7.6,10.6,7,77.9,0,0,0,,0,0,29,16.6,129.9,1030.5,58,10,82.3,6.9,5,,2021-09-29T07:23:00,2021-09-29T19:03:31,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"EVRA,26326099999,26429099999,26422599999,26425099999,F2918,26424099999"
"Riga,Latvia",2021-09-30,13.8,8,10.6,13.8,5.5,9.8,6.1,74,0,0,0,,0,0,23.9,24.1,141.4,1027,64.5,10,89.2,7.6,4,,2021-09-30T07:25:04,2021-09-30T19:00:48,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"EVRA,26326099999,26429099999,26422599999,26425099999,F2918,26424099999"
"Riga,Latvia",2021-10-01,12,7,10.1,12,7,10.1,8.7,91.7,0.2,100,4.17,rain,0,0,15.6,16.2,163.4,1027.6,83.6,9.5,37.8,3.2,2,,2021-10-01T07:27:09,2021-10-01T18:58:05,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"EVRA,26326099999,26429099999,26422599999,F2918,26425099999,26424099999"
"Riga,Latvia",2021-10-02,15,8.2,10.7,15,6.6,9.9,7.2,80.4,0,0,0,,0,0,12.2,24.9,143.2,1024.5,58.4,9.8,92.3,7.7,4,,2021-10-02T07:29:13,2021-10-02T18:55:23,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"EVRA,26326099999,26429099999,26422599999,26425099999,F2918,26424099999"
"Riga,Latvia",2021-10-03,17,8,12,17,6.1,11.3,7.4,74.1,0,0,0,,0,0,21.2,25.2,145.7,1020.6,65.8,10,95,8.1,4,,2021-10-03T07:31:18,2021-10-03T18:52:41,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"EVRA,26326099999,26429099999,26422599999,26425099999,F2918,26424099999"
"Riga,Latvia",2021-10-04,16.1,9,12.4,16.1,6.8,12.1,6.3,66.6,0,0,0,,0,0,26.2,24.5,150.7,1021.5,83.4,10,76.5,6.7,4,,2021-10-04T07:33:23,2021-10-04T18:49:59,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"EVRA,26326099999,26429099999,26422599999,26425099999,F2918,26424099999"
"Riga,Latvia",2021-10-05,16.8,12,13.3,16.8,12,13.3,5.7,60.4,0,0,0,,0,0,34.6,27.7,154.5,1022.5,89.3,10,44.1,3.8,2,,2021-10-05T07:35:28,2021-10-05T18:47:17,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"EVRA,26326099999,26429099999,26422599999,F2918,26425099999,26435099999,26324099999,26424099999"
"Riga,Latvia",2021-10-06,18,10,13.4,18,10,13.4,4.3,55,0,0,0,,0,0,40.9,37.1,156.7,1023.3,32.8,10,76.4,6.6,3,,2021-10-06T07:37:34,2021-10-06T18:44:37,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"EVRA,26326099999,26429099999,26422599999,F2918,26425099999,26424099999"
"Riga,Latvia",2021-10-07,15,5.4,10.4,15,3.4,9.4,3,61.2,0,0,0,,0,0,29.9,30.3,168.6,1032.2,70,10.1,79.5,6.7,3,,2021-10-07T07:39:40,2021-10-07T18:41:56,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"EVRA,26326099999,26429099999,26422599999,26425099999,F2918,26424099999"
"Riga,Latvia",2021-10-08,13,-0.6,5.5,13,-2.4,4.6,0.8,75,0,0,0,,0,0,,22.3,180.8,1037.5,14,10,95,8.3,4,,2021-10-08T07:41:46,2021-10-08T18:39:16,0.07,Clear,Clear conditions throughout the day.,clear-day,"EVRA,26422599999,F2918"
"Riga,Latvia",2021-10-09,13,-1.8,5.7,13,-3.7,4.6,2.6,82.8,0,0,0,,0,0,8.6,10.5,186.9,1036.5,69.1,10,57.8,4.9,3,,2021-10-09T07:43:53,2021-10-09T18:36:37,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"EVRA,26326099999,26429099999,26422599999,F2918,26435099999,26324099999"
"Riga,Latvia",2021-10-10,15,2.4,7.6,15,-0.2,6.3,3.4,77.6,0,0,0,,0,0,20.3,16.9,187.2,1030.8,17.7,8.2,94.7,8,5,,2021-10-10T07:46:00,2021-10-10T18:33:58,0.14,Clear,Clear conditions throughout the day.,clear-day,"EVRA,26326099999,26429099999,26422599999,F2918,26425099999,26424099999"
"Riga,Latvia",2021-10-11,11,0.8,5.5,11,-2.6,3.2,0.4,72,0,0,0,,0,0,15.5,28.8,183.7,1018.2,47.2,10,75.9,6.6,4,,2021-10-11T07:48:07,2021-10-11T18:31:20,0.17,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"EVRA,26326099999,26429099999,26422599999,26425099999,F2918,26424099999"
"Riga,Latvia",2021-10-12,9,2.8,6.2,7.5,-0.8,3.3,3.8,85.1,0,0,0,,0,0,22,20.5,168.4,1007.3,65.8,9.8,66.3,5.6,3,,2021-10-12T07:50:14,2021-10-12T18:28:42,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"EVRA,26326099999,26429099999,26422599999,26425099999,F2918,26424099999"
"Riga,Latvia",2021-10-13,10.8,4,6.7,10.8,2.8,5.8,5.2,91.2,0.1,100,4.17,rain,0,0,15.1,10.4,201.6,1010.3,87.8,8,27.9,2.5,1,,2021-10-13T07:52:22,2021-10-13T18:26:05,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"EVRA,26326099999,26429099999,26422599999,26425099999,F2918,26424099999"
"Riga,Latvia",2021-10-14,10.8,5,6.9,10.8,2.2,5.7,3.3,80,0,0,0,,0,0,18,17.7,195.9,1014.5,73.1,10,44.8,3.9,2,,2021-10-14T07:54:31,2021-10-14T18:23:29,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"EVRA,26326099999,26429099999,26422599999,26425099999,F2918,26435099999,26324099999,26424099999"
"Riga,Latvia",2021-10-15,12,6.8,9.4,12,3.3,7.7,8,91.2,0,0,0,,0,0,,25.9,190.5,1003.4,92.5,9.3,13.6,1.1,1,,2021-10-15T07:56:39,2021-10-15T18:20:54,0.31,Overcast,Cloudy skies throughout the day.,cloudy,"EVRA,26422599999,F2918"
"Riga,Latvia",2021-10-16,11.8,3,7.5,11.8,0.7,5.7,4.4,81.6,0,0,0,,0,0,,25.2,220,1006.9,48.7,10,57.6,4.9,3,,2021-10-16T07:58:49,2021-10-16T18:18:19,0.35,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"EVRA,26422599999,F2918"
"Riga,Latvia",2021-10-17,8,3.2,7.1,8,1.9,5.8,6.1,93.5,0,0,0,,0,0,,16.6,233,1009.5,64.1,9.9,28.1,2.4,1,,2021-10-17T08:00:58,2021-10-17T18:15:45,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"EVRA,26422599999,F2918"
"Riga,Latvia",2021-10-18,9,2,5.2,7,-0.2,3.3,2,80.8,6.4,100,4.17,rain,0,0,40.7,15.5,275.4,1015.3,41.9,10,39.5,3.3,2,,2021-10-18T08:03:08,2021-10-18T18:13:12,0.42,"Rain, Partially cloudy",Becoming cloudy in the afternoon with morning rain.,rain,"EVRA,26326099999,26429099999,26422599999,F2918,26425099999,26424099999"
"Riga,Latvia",2021-10-19,8.8,1.2,5.2,8.4,-0.2,3.7,1.8,80.2,0.2,100,4.17,rain,0,0,13.1,18.4,208,1021.3,58,10,54.2,4.7,3,,2021-10-19T08:05:18,2021-10-19T18:10:40,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"EVRA,26326099999,26429099999,26422599999,26425099999,F2918,26424099999"
"Riga,Latvia",2021-10-20,16,6.8,10.8,16,2.9,9.1,8.6,87,4,100,4.17,rain,0,0,57.6,33.8,188.8,1000.6,98.7,9.4,6,0.6,0,,2021-10-20T08:07:28,2021-10-20T18:08:09,0.5,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"EVRA,26326099999,26429099999,26422599999,F2918,26425099999,26424099999"
"Riga,Latvia",2021-10-21,15,9.8,13.8,15,7,13.7,10.8,82,1.7,100,4.17,rain,0,0,50,35.3,202.6,985.9,89.6,10,20.6,1.9,1,,2021-10-21T08:09:39,2021-10-21T18:05:39,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"EVRA,26326099999,26429099999,26422599999,F2918,26425099999,26424099999"
"Riga,Latvia",2021-10-22,10,4,7.2,10,0.3,4.2,3.1,76,0,0,0,,0,0,51.8,27.4,218.1,989.1,61.8,10,52.6,4.5,3,,2021-10-22T08:11:50,2021-10-22T18:03:10,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"EVRA,26326099999,26429099999,26422599999,F2918,26435099999"
"Riga,Latvia",2021-10-23,8,3,5.2,5.5,0.1,2.5,2.7,84.3,0,0,0,,0,0,38.9,18.4,279.7,1004.3,75.1,10,29.5,2.6,2,,2021-10-23T08:14:02,2021-10-23T18:00:41,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"EVRA,26422599999,F2918"
"Riga,Latvia",2021-10-24,7,2.8,5.2,5.7,1,3,1.7,78.5,4.3,100,4.17,rain,0,0,16.9,19.7,274.2,1024.8,79.4,10,41.3,3.7,2,,2021-10-24T08:16:13,2021-10-24T17:58:14,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"EVRA,26326099999,26429099999,26422599999,26425099999,F2918,26424099999"
"Riga,Latvia",2021-10-25,9,2,5.6,5.9,-2.2,2.4,3.1,84.5,0,0,0,,0,0,19.1,25.2,187.4,1022.1,86.4,10,43,3.8,2,,2021-10-25T08:18:26,2021-10-25T17:55:49,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"EVRA,26326099999,26429099999,26422599999,F2918,26435099999"
"Riga,Latvia",2021-10-26,8,2,5.1,5.5,-1.5,2,3.9,92,0,0,0,,0,0,21.3,18.4,185.8,1014.2,98,9,21.1,1.7,1,,2021-10-26T08:20:38,2021-10-26T17:53:24,0.69,Overcast,Cloudy skies throughout the day.,cloudy,"EVRA,26326099999,26429099999,26422599999,26425099999,F2918,26424099999"
"Riga,Latvia",2021-10-27,12,6.2,9.1,12,3.9,8.1,8.1,93.6,4,100,4.17,rain,0,0,27.7,25.9,212.1,1011.2,78.7,9.9,29.6,2.5,2,,2021-10-27T08:22:50,2021-10-27T17:51:01,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"EVRA,26326099999,26429099999,26422599999,F2918,26425099999,26424099999"
"Riga,Latvia",2021-10-28,13,12,12.3,13,12,12.3,11.2,93,0.5,100,4.17,rain,0,0,22.1,13.3,220.2,1015.5,99.6,9.3,16.1,1.4,1,,2021-10-28T08:25:03,2021-10-28T17:48:39,0.75,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"EVRA,26326099999,26429099999,26422599999,F2918,26425099999,26435099999,26424099999"
"Riga,Latvia",2021-10-29,13.8,6.2,10.1,13.8,3.8,9.1,8.1,88,0,0,0,,0,0,,25.9,182.7,1018,72.4,9,48,4.1,2,,2021-10-29T08:27:16,2021-10-29T17:46:18,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"EVRA,26422599999,F2918"
"Riga,Latvia",2021-10-30,13,4.2,7.8,13,2,6.3,5.6,86.6,0,0,0,,0,0,,26.3,176,1016,70,9.9,48.4,4.1,2,,2021-10-30T08:29:29,2021-10-30T17:43:59,0.82,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"EVRA,26422599999,F2918"
"Riga,Latvia",2021-10-31,12,6.2,8.9,12,3.7,7.1,6.2,83.7,0,0,0,,0,0,,29.9,176.6,1012.9,64.8,10,43.4,3.9,2,,2021-10-31T07:31:43,2021-10-31T16:41:41,0.85,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"EVRA,26422599999,F2918"
"Riga,Latvia",2021-11-01,11,5.8,7.8,11,2.8,5.9,4.6,81,0,0,0,,0,0,,24.5,154,1010.8,39.5,10,46.1,4,2,,2021-11-01T07:33:56,2021-11-01T16:39:24,0.89,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"EVRA,26422599999,F2918"
"Riga,Latvia",2021-11-02,8,4,6.6,5.7,1.3,3.6,4.1,84.2,0,0,0,,0,0,19.6,22.3,142.5,1008,87.9,10,33.6,2.9,2,,2021-11-02T07:36:10,2021-11-02T16:37:10,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"EVRA,26326099999,26429099999,26422599999,26425099999,F2918,26435099999,26324099999,26424099999"
"Riga,Latvia",2021-11-03,8,6,6.8,5.8,3.7,4.7,5.8,93.6,4,100,4.17,rain,0,0,,16.6,155.1,1003.9,99.9,9.8,7.4,0.5,0,,2021-11-03T07:38:23,2021-11-03T16:34:57,0.95,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"EVRA,26326099999,26429099999,26422599999,F2918,26425099999,26424099999"
"Riga,Latvia",2021-11-04,8,6,7.2,6,3,4.9,6.1,92.4,0.4,100,4.17,rain,0,0,,16.2,155.1,1009.5,81.1,10.4,11.8,1.1,1,,2021-11-04T07:40:37,2021-11-04T16:32:45,0,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"EVRA,26326099999,26429099999,26422599999,26425099999,F2918,26424099999"
"Riga,Latvia",2021-11-05,10,5.3,8.1,10,2.7,5.6,6.6,90.5,5,100,8.33,rain,0,0,,25.2,190,1002.3,92.6,10.4,6.7,0.5,0,,2021-11-05T07:42:50,2021-11-05T16:30:35,0.02,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"EVRA,26326099999,26429099999,26422599999,26425099999,F2918,26424099999"
"Riga,Latvia",2021-11-06,9,4.3,6.4,6.4,2.4,4.1,4.9,90.1,3,100,8.33,rain,0,0,,18.8,221.5,1007.8,78.6,10.5,19.4,1.7,1,,2021-11-06T07:45:04,2021-11-06T16:28:27,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"EVRA,26326099999,26429099999,26422599999,26425099999,F2918,26424099999"
"Riga,Latvia",2021-11-07,8.2,4,7,5.9,2.1,4.1,6.3,95.2,8,100,8.33,rain,0,0,,24.1,196.3,1001.8,96.1,10.4,4.5,0.2,0,,2021-11-07T07:47:17,2021-11-07T16:26:21,0.09,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"EVRA,26326099999,26429099999,26422599999,26425099999,F2918,26424099999"
"Riga,Latvia",2021-11-08,8,1.2,4.7,5.8,-2.5,0.7,1.9,82.5,4,100,8.33,"rain,snow",0,0,46.4,32,341.6,1007.4,84,10.3,19.5,1.6,1,,2021-11-08T07:49:30,2021-11-08T16:24:17,0.12,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,rain,"EVRA,26326099999,26429099999,26422599999,26425099999,F2918,26424099999"
"Riga,Latvia",2021-11-09,3,-3.8,0.6,1,-3.8,-1.8,-1.7,85.3,0,0,0,,0,0,,22,181.9,1027.8,65.1,10.5,34.8,3,2,,2021-11-09T07:51:42,2021-11-09T16:22:15,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"EVRA,26326099999,26429099999,26422599999,26425099999,F2918,26424099999"
"Riga,Latvia",2021-11-10,9,1,5.3,6,-4.6,1.4,3.7,89.8,6.4,100,8.33,rain,0,0,,27,192.8,1021.8,90.4,9.9,4.2,0.3,0,,2021-11-10T07:53:55,2021-11-10T16:20:15,0.19,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"EVRA,26326099999,26429099999,26422599999,26425099999,F2918,26424099999"
"Riga,Latvia",2021-11-11,9,7,8.2,7.6,4.9,6.3,7.6,95.9,1,100,4.17,rain,0,0,,16.2,206.7,1015.7,100,8.2,10,0.8,1,,2021-11-11T07:56:07,2021-11-11T16:18:17,0.25,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"EVRA,26326099999,26429099999,26422599999,26425099999,F2918,26424099999"
"Riga,Latvia",2021-11-12,10,-0.7,6.1,9,-2.4,4.7,3.5,84.1,0,0,0,,0,0,33.9,12.6,256.7,1014.7,41.9,9.9,29.6,2.5,1,,2021-11-12T07:58:18,2021-11-12T16:16:22,0.26,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"EVRA,26326099999,26429099999,26422599999,26425099999,F2918,26424099999"
"Riga,Latvia",2021-11-13,2.1,-2,0.4,-0.6,-5.4,-1.7,0.3,99.1,0,0,0,,0,0,,12.6,139.5,1023.4,96.8,5.6,15.9,1.3,1,,2021-11-13T08:00:29,2021-11-13T16:14:28,0.29,Overcast,Cloudy skies throughout the day.,cloudy,"EVRA,26326099999,26429099999,26422599999,26425099999,F2918,26424099999"
"Riga,Latvia",2021-11-14,3.2,-2,1.8,2,-3.2,-0.2,0.9,94.2,0,0,0,,0,0,,13.2,42.1,1028.8,79,10,17.9,1.4,1,,2021-11-14T08:02:40,2021-11-14T16:12:37,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"EVRA,26326099999,26429099999,26422599999,26425099999,F2918,26424099999"
"Riga,Latvia",2021-11-15,-0.2,-5,-2.3,-1.2,-5.3,-4,-2.6,97.9,0,0,0,,0,0,,14.7,168.1,1035.6,87.1,6,12,1.1,1,,2021-11-15T08:04:49,2021-11-15T16:10:49,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"EVRA,26326099999,26429099999,26422599999,26425099999,F2918,26424099999"
"Riga,Latvia",2021-11-16,3,0,1.5,0.9,-4.1,-0.9,1.1,96.9,0,0,0,,0,0,20.6,13.7,181.6,1028.3,100,7,4.3,0.4,0,,2021-11-16T08:06:58,2021-11-16T16:09:02,0.4,Overcast,Cloudy skies throughout the day.,cloudy,"EVRA,26326099999,26429099999,26422599999,26425099999,F2918,26424099999"
"Riga,Latvia",2021-11-17,5,3,3.8,1.7,-0.6,0.5,3.3,96,0,0,0,,0,0,,21.5,180.3,1017.2,100,7.1,5.1,0.5,0,,2021-11-17T08:09:06,2021-11-17T16:07:19,0.43,Overcast,Cloudy skies throughout the day.,cloudy,"EVRA,26326099999,26429099999,26422599999,26425099999,F2918,26424099999"
"Riga,Latvia",2021-11-18,7.8,3,5,5.5,-0.3,2.1,3.6,90.7,1,100,4.17,rain,0,0,,21.5,210.7,1007.7,85.3,9.9,14.5,1.2,1,,2021-11-18T08:11:13,2021-11-18T16:05:38,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"EVRA,26326099999,26429099999,26422599999,26425099999,F2918,26435099999,26424099999"
"Riga,Latvia",2021-11-19,11,2,6,11,-0.8,4.1,5.1,94.3,0.5,100,4.17,rain,0,0,,18,213.4,1000.3,91.5,10.3,9.9,1,1,,2021-11-19T08:13:19,2021-11-19T16:04:00,0.5,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"EVRA,26326099999,26429099999,26422599999,26425099999,F2918,26424099999"
"Riga,Latvia",2021-11-20,10,4.2,7,10,1.7,5.1,2.6,73.7,0.5,100,8.33,rain,0,0,61.2,28.1,283,999.9,59.5,10.5,14.7,1.2,1,,2021-11-20T08:15:24,2021-11-20T16:02:25,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"EVRA,26326099999,26429099999,26422599999,26425099999,F2918,26424099999"
"Riga,Latvia",2021-11-21,6,2.2,4.2,4.2,-1.8,1.6,2.1,86.8,6.2,100,8.33,rain,0,0,,23.7,320.7,998.9,87.2,10.5,11.6,1,1,,2021-11-21T08:17:27,2021-11-21T16:00:52,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"EVRA,26326099999,26429099999,26422599999,26425099999,26424099999"
"Riga,Latvia",2021-11-22,2.2,-5.6,-1,-1.6,-7.6,-3.9,-3.6,83.5,0,0,0,,0,0,,20.5,212.5,1015.5,53.5,10.5,21,1.9,2,,2021-11-22T08:19:30,2021-11-22T15:59:23,0.6,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"EVRA,26326099999,26429099999,26422599999,26425099999,F2918,26424099999"
"Riga,Latvia",2021-11-23,4,-1,1,1.8,-5.7,-2.3,-0.7,88.7,0.8,100,8.33,"rain,snow",0,0,,22.2,224.1,1012.9,79.7,10.2,9.8,0.8,1,,2021-11-23T08:21:30,2021-11-23T15:57:56,0.64,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,rain,"EVRA,26326099999,26429099999,26422599999,26425099999,F2918,26424099999"
"Riga,Latvia",2021-11-24,7,0,4,6,-3.4,1.5,2.2,88.4,0,0,0,,0,0,,14.8,219.9,1011.3,92.6,10.5,5.9,0.5,0,,2021-11-24T08:23:29,2021-11-24T15:56:33,0.67,Overcast,Cloudy skies throughout the day.,cloudy,"EVRA,26326099999,26429099999,26422599999,26425099999,F2918,26424099999"
"Riga,Latvia",2021-11-25,7,4,5.6,3.9,-0.4,2.3,3.9,88.7,0.5,100,8.33,rain,0,0,40.7,22.3,201.8,1004.2,96.3,9.8,7,0.5,0,,2021-11-25T08:25:27,2021-11-25T15:55:13,0.7,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"EVRA,26326099999,26429099999,26422599999,26425099999,F2918,26424099999"
"Riga,Latvia",2021-11-26,5,0.8,3.2,1.3,-2.9,-0.8,1.3,87.7,0.1,100,4.17,rain,0,0,,27.4,197.5,994.8,93.6,10.5,4.1,0.3,0,,2021-11-26T08:27:22,2021-11-26T15:53:56,0.74,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"EVRA,26326099999,26429099999,26422599999,26425099999,F2918,26424099999"
"Riga,Latvia",2021-11-27,2,-1,0.6,0,-6.4,-3.1,-0.4,93.1,2,100,4.17,"rain,snow",0,0,,22.7,36.6,995.8,76.4,8.4,7.8,0.6,0,,2021-11-27T08:29:16,2021-11-27T15:52:43,0.75,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain or snow.,rain,"EVRA,26326099999,26429099999,26422599999,26425099999,F2918,26424099999"
"Riga,Latvia",2021-11-28,0,-2,-1.1,0,-6,-3.5,-1.7,95.3,3.1,100,8.33,"rain,snow",0,0,,16.2,80.9,998.7,99.9,8.2,4.2,0.4,0,,2021-11-28T08:31:08,2021-11-28T15:51:33,0.8,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,rain,"EVRA,26326099999,26429099999,26422599999,26425099999,F2918,26424099999"
"Riga,Latvia",2021-11-29,1,-2,-0.9,0,-8.8,-5.9,-1.7,94,5.2,100,8.33,"rain,snow",0,0,,31.2,22.3,995.3,98.8,6.5,4.2,0.4,0,,2021-11-29T08:32:57,2021-11-29T15:50:27,0.84,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,rain,"EVRA,26326099999,26429099999,26422599999,26425099999,F2918,26424099999"
"Riga,Latvia",2021-11-30,0,-3,-0.8,-3.7,-7.4,-5.5,-3.5,82.6,3.2,100,8.33,"rain,snow",0,0,37.1,32.7,309.1,987,91,9.4,6.2,0.5,0,,2021-11-30T08:34:44,2021-11-30T15:49:24,0.87,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,rain,"EVRA,26326099999,26429099999,26422599999,26425099999,F2918,26424099999"
"Riga,Latvia",2021-12-01,0,-6,-1.9,-3.1,-10.1,-5.6,-5.1,79.4,5.1,100,8.33,"rain,snow",0.2,0.2,,25.6,266.9,992.5,85.3,10.1,14.1,1.1,1,,2021-12-01T08:36:29,2021-12-01T15:48:25,0.9,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,snow,"EVRA,26326099999,26429099999,26422599999,26425099999,F2918,26424099999"
