date,Estonia CumulativeCount_MedicalConditionIncident_COVID_19_PatientDeceased,Lithuania CumulativeCount_MedicalConditionIncident_COVID_19_PatientDeceased,Latvia CumulativeCount_MedicalConditionIncident_COVID_19_PatientDeceased
11/17/2023,2906,9757,7412
11/18/2023,2906,9759,7412
11/19/2023,2906,9759,7412
11/20/2023,2906,9760,7412
11/21/2023,2906,9761,7412
11/22/2023,2906,9761,7412
11/23/2023,2906,9761,7412
11/24/2023,2906,9761,7412
11/25/2023,2906,9761,7412
11/26/2023,2906,9761,7412
11/27/2023,2906,9761,7412
11/28/2023,2906,9761,7412
11/29/2023,2906,9761,7412
11/30/2023,2906,9761,7412
